customer_id,session_date,age,destination,first_browser,language,booking
465,2021-03-06 19:11:44,25.0,US,-unknown-,en,1
466,2021-06-15 10:51:54,47.0,NDF,-unknown-,en,1
467,2021-02-26 22:07:14,,NDF,-unknown-,en,1
468,2021-01-09 21:14:03,39.0,IT,Chrome,en,1
469,2021-06-15 07:20:14,45.0,US,Chrome,en,1
470,2021-10-08 23:22:52,38.0,other,Firefox,en,1
471,2021-08-03 17:08:47,,NDF,Firefox,en,1
472,2021-03-07 16:38:20,42.0,NDF,-unknown-,en,1
473,2021-12-16 03:50:04,,NDF,Firefox,en,1
474,2021-11-22 01:30:26,,US,Chrome,en,1
475,2021-07-21 13:57:52,28.0,US,Firefox,en,1
476,2021-02-28 12:37:11,38.0,US,Chrome,en,1
477,2021-01-11 06:57:20,,NDF,-unknown-,en,1
478,2021-01-17 11:34:41,,NDF,Firefox,en,1
479,2021-05-29 10:43:36,,NDF,Mobile Safari,en,1
480,2021-12-18 20:57:58,,NDF,Safari,en,1
481,2021-01-12 21:40:34,27.0,NDF,Firefox,en,1
482,2022-02-08 00:54:12,26.0,US,Chrome,en,1
483,2021-12-21 08:04:49,,NDF,Safari,en,1
484,2021-06-12 02:35:20,51.0,NDF,-unknown-,en,1
485,2021-04-24 13:37:33,,NDF,Safari,en,1
486,2021-02-11 18:26:11,56.0,US,Firefox,en,1
487,2022-03-08 13:03:30,,NDF,Mobile Safari,en,1
488,2021-03-13 19:56:05,43.0,US,Chrome,en,1
489,2022-03-02 11:40:13,42.0,US,Mobile Safari,en,1
490,2021-10-27 02:14:34,,NDF,Chrome,en,1
491,2021-03-27 03:12:14,,NDF,Firefox,en,1
492,2021-05-02 13:17:19,,NDF,IE,en,1
493,2021-01-20 19:16:19,50.0,NDF,Chrome,en,1
494,2021-06-21 00:33:05,39.0,other,Chrome,en,1
495,2021-09-20 01:54:00,47.0,US,IE,en,1
496,2021-11-30 06:10:34,,NDF,-unknown-,en,1
497,2021-11-29 02:22:21,34.0,NDF,IE,en,1
498,2021-04-25 19:37:38,36.0,US,-unknown-,en,1
499,2021-12-04 04:24:14,,US,Chrome,en,1
500,2021-08-30 05:13:06,,NDF,Safari,en,1
501,2021-08-10 04:30:36,27.0,US,Safari,en,1
502,2021-09-10 00:41:30,,NDF,-unknown-,en,1
503,2021-10-16 10:51:21,,NDF,Chrome,en,1
504,2021-04-25 13:13:45,,NDF,Chrome,en,1
505,2021-04-09 12:17:29,,NDF,Chrome,en,1
506,2021-04-04 02:06:49,,US,Safari,en,1
507,2021-11-06 18:01:56,30.0,ES,Chrome,en,1
508,2021-10-21 06:50:25,20.0,NDF,Chrome,en,1
509,2022-03-01 04:07:01,22.0,NDF,Safari,en,1
510,2021-05-25 04:07:37,,NDF,Firefox,en,1
511,2021-07-22 00:42:48,34.0,NDF,Safari,en,1
512,2021-08-15 16:59:47,43.0,US,Safari,en,1
513,2021-04-11 19:17:00,,NDF,Firefox,en,1
514,2021-12-11 01:07:02,,NDF,Firefox,en,1
515,2021-01-17 20:00:49,59.0,NDF,Firefox,en,1
516,2021-08-17 07:50:36,43.0,US,Chrome,en,1
517,2021-10-09 10:28:20,34.0,NDF,Chrome,en,1
518,2021-10-29 05:28:27,,NDF,Chrome,en,1
519,2021-02-04 03:51:00,,NDF,IE,en,1
520,2021-02-05 05:30:30,,NDF,Chrome,en,1
521,2021-06-01 03:50:18,,FR,-unknown-,en,1
522,2021-02-03 14:41:36,,IT,Chrome,en,1
523,2021-03-13 20:19:07,31.0,US,Safari,en,1
524,2021-05-04 10:57:34,,NDF,Mobile Safari,en,1
525,2021-04-29 03:38:15,27.0,US,Chrome,en,1
526,2022-02-24 01:09:23,65.0,US,Firefox,en,1
527,2021-04-19 08:06:02,40.0,NDF,Safari,en,1
528,2021-03-11 15:37:48,29.0,NDF,Opera,es,1
529,2021-04-08 22:35:51,,NDF,-unknown-,en,1
530,2021-11-11 18:09:23,32.0,GB,IE,en,1
531,2021-10-22 08:19:00,23.0,NDF,Chrome,ko,1
532,2021-01-14 06:37:49,64.0,NDF,Safari,fr,1
533,2021-02-26 01:13:29,,NDF,Firefox,en,1
534,2021-03-30 02:49:23,24.0,NDF,Safari,es,1
535,2021-05-26 09:15:47,,NDF,Chrome,en,1
536,2021-12-13 15:10:48,,NDF,Safari,en,1
537,2022-02-11 22:17:37,64.0,NDF,Mobile Safari,en,1
538,2021-05-12 15:12:18,,NDF,Firefox,en,1
539,2022-03-10 03:54:10,,US,Safari,en,1
540,2022-03-03 21:15:20,32.0,US,Mobile Safari,en,1
541,2022-03-31 09:12:38,28.0,ES,Chrome,en,1
542,2021-05-16 08:38:13,40.0,US,Chrome,en,1
543,2021-11-19 17:14:54,,NDF,Safari,en,1
544,2021-07-11 17:21:58,30.0,NDF,-unknown-,en,1
545,2021-05-02 20:55:05,,NDF,Chrome,en,1
546,2022-03-24 08:18:33,,US,IE,en,1
547,2021-02-14 08:36:48,,US,Chrome,en,1
548,2021-11-30 14:35:44,,NDF,Chrome,en,1
549,2021-11-22 09:27:48,30.0,NDF,Safari,it,1
550,2022-02-13 13:11:22,20.0,NDF,Chrome,en,1
551,2021-04-03 15:00:22,,NDF,Safari,en,1
552,2021-03-14 05:21:39,49.0,US,Chrome,en,1
553,2022-03-05 15:16:08,,US,Firefox,en,1
554,2021-06-27 18:35:05,27.0,US,Firefox,en,1
555,2021-02-03 16:05:51,2014.0,NDF,IE,en,1
556,2021-07-02 04:27:45,33.0,NDF,Mobile Safari,en,1
557,2021-03-11 18:48:22,31.0,FR,Chrome,en,1
558,2021-11-20 16:12:32,32.0,FR,Chrome,en,1
559,2021-07-11 18:00:54,,NDF,Safari,en,1
560,2021-09-02 14:55:20,,NDF,Mobile Safari,en,1
561,2021-05-31 12:10:06,28.0,US,Chrome,en,1
562,2021-08-03 12:25:53,48.0,US,Safari,en,1
563,2021-01-06 01:44:22,,NDF,-unknown-,en,1
564,2022-01-18 08:54:39,,US,IE,en,1
565,2021-04-18 07:02:23,27.0,NDF,IE,en,1
566,2021-11-20 10:53:37,42.0,US,Mobile Safari,en,1
567,2021-09-20 03:11:08,42.0,US,IE,en,1
568,2022-03-10 16:54:18,,NDF,Chrome,en,1
569,2021-09-14 16:43:23,63.0,US,Firefox,en,1
570,2021-08-09 23:03:01,,NDF,-unknown-,en,1
571,2021-12-25 07:43:25,,NDF,IE,en,1
572,2022-02-15 13:47:56,,NDF,Safari,en,1
573,2021-09-22 08:54:37,26.0,GB,Chrome,en,1
574,2021-01-19 01:31:13,31.0,US,Firefox,en,1
575,2021-08-13 04:38:57,37.0,US,Safari,en,1
576,2021-03-20 17:32:01,,US,-unknown-,en,1
577,2021-05-23 21:13:20,28.0,US,Chrome,en,1
578,2021-11-06 17:53:50,,NDF,Chrome,en,1
579,2022-03-25 11:52:01,,US,IE,en,1
580,2021-04-08 23:13:42,35.0,NDF,-unknown-,en,1
581,2021-02-27 11:49:37,54.0,NDF,Chrome,en,1
582,2022-03-16 13:30:33,,NDF,Safari,en,1
583,2021-05-02 21:47:44,,NDF,Safari,en,1
584,2022-01-31 23:21:19,,NDF,Safari,en,1
585,2021-06-16 20:33:10,,NDF,-unknown-,en,1
586,2021-04-25 11:24:50,45.0,NDF,Firefox,en,1
587,2021-01-31 02:16:34,21.0,US,Mobile Safari,en,1
588,2021-12-10 03:53:43,31.0,NDF,Safari,en,1
589,2021-03-28 18:38:32,40.0,US,Mobile Safari,en,1
590,2021-03-14 18:52:28,27.0,US,IE,en,1
591,2021-02-24 16:28:36,45.0,US,Chrome,en,1
592,2021-08-30 22:04:09,34.0,US,-unknown-,en,1
593,2021-11-05 05:40:00,37.0,NDF,Firefox,en,1
594,2021-05-12 20:04:54,110.0,US,Chrome,en,1
595,2021-12-16 01:02:34,,NDF,Chrome,en,1
596,2022-02-02 07:12:26,40.0,FR,Mobile Safari,en,1
597,2021-09-11 06:16:17,31.0,US,Safari,en,1
598,2021-07-02 08:10:45,23.0,NDF,Chrome,en,1
599,2021-07-24 22:14:07,31.0,NDF,-unknown-,en,1
600,2021-04-25 09:30:36,52.0,NDF,Chrome,en,1
601,2021-12-28 20:38:50,,NDF,IE Mobile,en,1
602,2022-03-06 08:30:16,,NDF,-unknown-,en,1
603,2021-05-08 19:05:34,56.0,NDF,Chrome,es,1
604,2022-01-08 05:33:04,105.0,IT,Safari,en,1
605,2022-01-31 13:51:04,33.0,NDF,Mobile Safari,en,1
606,2021-01-17 22:19:58,33.0,other,Mobile Safari,pt,1
607,2021-01-24 17:24:49,34.0,NDF,Chrome,en,1
608,2021-04-20 10:45:27,,NDF,Firefox,en,1
609,2021-10-26 19:35:23,24.0,NDF,-unknown-,en,1
610,2021-09-10 02:59:27,59.0,FR,Safari,en,1
611,2021-11-19 04:26:50,31.0,NDF,Chrome,en,1
612,2022-03-06 05:05:02,41.0,US,Firefox,en,1
613,2021-06-13 23:33:25,35.0,NDF,-unknown-,en,1
614,2021-06-26 01:37:33,,NDF,Safari,en,1
615,2021-07-02 22:25:09,19.0,NDF,Safari,en,1
616,2021-05-08 13:57:10,33.0,US,Safari,en,1
617,2021-05-22 17:25:29,,NDF,Chrome,en,1
618,2021-08-20 20:32:15,27.0,US,Chrome,en,1
619,2021-11-30 21:25:50,25.0,NDF,IE,en,1
620,2021-07-14 06:35:27,,NDF,Chrome,en,1
621,2022-01-14 19:51:01,36.0,US,Safari,en,1
622,2022-03-22 13:32:21,36.0,US,Safari,en,1
623,2021-09-01 07:28:54,31.0,NDF,Safari,en,1
624,2021-11-28 15:11:07,34.0,NDF,Safari,en,1
625,2021-03-19 04:24:32,37.0,NDF,-unknown-,en,1
626,2022-01-01 01:47:59,35.0,other,Chrome,zh,1
627,2021-11-11 22:38:10,,NDF,Safari,en,1
628,2021-01-18 02:19:10,31.0,NDF,-unknown-,en,1
629,2021-07-21 23:58:22,,NDF,IE,en,1
630,2021-09-15 09:14:32,,other,Chrome,en,1
631,2022-03-25 17:09:50,,NDF,-unknown-,en,1
632,2022-02-24 09:52:40,58.0,FR,Firefox,en,1
633,2021-08-13 03:52:07,30.0,US,Safari,en,1
634,2021-02-11 22:52:40,105.0,US,Chrome,en,1
635,2022-02-22 20:29:33,58.0,NDF,Safari,en,1
636,2021-07-03 08:25:35,,NDF,IE,en,1
637,2021-12-21 09:17:24,,NDF,Safari,en,1
638,2021-08-05 00:23:30,66.0,NDF,Safari,en,1
639,2021-11-18 11:51:45,26.0,NDF,-unknown-,en,1
640,2021-11-25 14:02:44,,US,Chrome,en,1
641,2021-12-20 17:14:54,60.0,NDF,IE,en,1
642,2021-03-12 10:54:09,19.0,NDF,Safari,en,1
643,2021-07-17 17:27:49,31.0,NDF,Safari,en,1
644,2021-10-05 06:50:09,,NDF,Chrome,en,1
645,2021-06-03 06:58:50,,NDF,-unknown-,en,1
646,2021-11-14 20:19:47,28.0,US,Safari,en,1
647,2021-11-04 20:25:19,46.0,NDF,Safari,en,1
648,2021-06-28 01:35:48,31.0,NL,IE,en,1
649,2021-11-05 10:08:21,61.0,NDF,-unknown-,en,1
650,2021-06-08 00:50:42,,NDF,Safari,en,1
651,2022-02-21 12:17:53,21.0,US,IE,en,1
652,2021-06-17 03:18:17,44.0,NDF,Mobile Safari,en,1
653,2022-02-11 06:44:09,58.0,ES,IE,en,1
654,2021-05-25 04:29:04,36.0,US,-unknown-,en,1
655,2021-09-30 14:27:48,34.0,NDF,Chrome,en,1
656,2021-08-09 16:55:12,35.0,IT,Safari,en,1
657,2021-12-23 05:26:12,32.0,US,Chrome,en,1
658,2021-03-31 13:11:38,22.0,NDF,Mobile Safari,en,1
659,2022-02-27 09:14:50,,NDF,Firefox,en,1
660,2021-08-11 08:57:37,,NDF,IE,en,1
661,2021-08-25 06:20:44,,ES,Safari,en,1
662,2021-12-17 14:51:13,29.0,CA,Chrome Mobile,en,1
663,2021-10-13 23:49:43,49.0,other,Chrome,en,1
664,2021-11-22 02:44:41,,NDF,-unknown-,en,1
665,2021-07-29 08:58:30,34.0,NDF,Chrome,en,1
666,2021-12-16 12:54:54,,FR,Safari,en,1
667,2022-03-02 17:46:11,,NDF,-unknown-,en,1
668,2021-11-08 10:13:48,31.0,NDF,Chrome,en,1
669,2021-06-20 18:46:28,45.0,NL,Chrome,en,1
670,2021-10-21 20:25:42,,NDF,IE,en,1
671,2021-07-24 19:07:49,25.0,NDF,Chrome,en,1
672,2022-03-26 20:25:08,28.0,US,Chrome,en,1
673,2021-02-25 17:13:59,31.0,US,-unknown-,en,1
674,2022-01-07 21:14:37,,US,Chrome,en,1
675,2021-04-22 06:00:43,59.0,US,Mobile Safari,en,1
676,2021-07-13 04:05:38,28.0,US,-unknown-,en,1
677,2021-10-21 05:39:34,23.0,NDF,-unknown-,en,1
678,2021-03-25 18:33:22,93.0,NDF,Safari,en,1
679,2021-04-01 02:40:42,55.0,NDF,IE,en,1
680,2021-06-30 08:42:54,34.0,US,Safari,en,1
681,2022-01-27 05:31:25,28.0,NDF,Firefox,en,1
682,2022-01-31 14:52:13,,NDF,-unknown-,en,1
683,2021-06-21 12:17:38,28.0,NDF,-unknown-,en,1
684,2021-01-12 01:58:14,,NDF,Safari,en,1
685,2021-03-22 23:12:37,,US,Chrome,en,1
686,2022-02-17 05:57:06,25.0,PT,Safari,en,1
687,2021-03-11 19:02:52,58.0,ES,Chrome,en,1
688,2021-04-15 09:35:03,37.0,US,IE,en,1
689,2021-10-25 13:27:45,28.0,US,Safari,en,1
690,2021-03-11 15:57:44,,NDF,-unknown-,en,1
691,2021-01-11 07:06:42,43.0,NDF,Firefox,en,1
692,2021-08-13 08:52:12,47.0,NDF,Firefox,en,1
693,2021-09-03 05:34:29,25.0,US,Safari,en,1
694,2021-01-03 19:44:43,,NDF,Safari,en,1
695,2021-05-04 06:39:26,,NDF,Firefox,en,1
696,2021-06-14 09:47:54,,US,Chrome,en,1
697,2021-04-22 19:23:37,32.0,NDF,Firefox,en,1
698,2021-09-30 05:42:54,34.0,other,Chrome,en,1
699,2021-01-14 16:23:45,,DE,Firefox,en,1
700,2022-01-22 01:37:11,60.0,US,Chrome,en,1
701,2021-06-15 01:02:22,34.0,other,Safari,en,1
702,2022-01-01 11:57:25,44.0,US,Firefox,en,1
703,2021-03-25 18:19:54,,NDF,Firefox,en,1
704,2021-09-07 23:49:06,29.0,US,Safari,en,1
705,2021-08-29 20:21:36,,NDF,Chrome,en,1
706,2021-04-19 14:30:56,29.0,US,Mobile Safari,en,1
707,2021-03-21 14:04:02,,NDF,-unknown-,en,1
708,2021-01-12 20:26:44,,NDF,Chrome,en,1
709,2021-01-18 01:49:53,55.0,US,Safari,en,1
710,2021-07-18 22:55:44,,US,Chrome,en,1
711,2021-11-10 22:38:07,37.0,NDF,Chrome,en,1
712,2021-09-09 07:03:12,,NDF,Mobile Safari,en,1
713,2021-09-23 17:42:24,39.0,NDF,Safari,en,1
714,2021-11-23 16:54:58,33.0,other,Safari,en,1
715,2022-01-31 19:16:26,51.0,NDF,Firefox,en,1
716,2021-04-07 12:20:36,,NDF,Chrome,en,1
717,2021-10-18 23:24:56,36.0,US,Safari,en,1
718,2021-12-09 20:15:45,,NDF,Chrome,en,1
719,2021-09-27 22:45:54,33.0,NDF,Firefox,en,1
720,2021-09-24 02:50:41,,NDF,IE,en,1
721,2021-11-04 19:59:08,,FR,Firefox,en,1
722,2021-11-02 10:38:43,,NDF,Firefox,en,1
723,2021-08-02 10:54:47,34.0,US,Firefox,en,1
724,2021-12-02 07:36:35,37.0,NDF,Chrome,en,1
725,2021-07-21 10:27:38,,NDF,Chrome,en,1
726,2021-03-11 15:08:21,62.0,NDF,Chrome,en,1
727,2021-06-04 15:54:39,34.0,US,Chrome,en,1
728,2021-12-24 11:58:31,43.0,US,Safari,en,1
729,2022-02-07 05:40:25,47.0,NDF,Safari,en,1
730,2021-08-12 10:23:31,29.0,US,Chrome,en,1
731,2021-08-27 13:49:31,30.0,other,Firefox,en,1
732,2021-01-26 18:30:07,24.0,FR,Safari,en,1
733,2022-01-04 15:23:08,,NDF,Safari,en,1
734,2021-01-31 20:05:58,,NDF,Chrome,en,1
735,2021-05-18 16:23:22,,NDF,Chrome,en,1
736,2022-03-14 05:04:29,,NDF,Firefox,en,1
737,2022-03-18 01:40:42,,NDF,IE,en,1
738,2022-02-19 21:23:51,29.0,IT,IE,en,1
739,2022-02-18 23:54:54,50.0,GB,Chrome,en,1
740,2021-02-12 08:45:25,,NDF,Firefox,en,1
741,2021-06-20 23:25:56,45.0,NDF,Chrome,en,1
742,2021-08-29 16:35:51,36.0,NDF,IE,en,1
743,2021-07-28 09:40:43,26.0,FR,Chrome,en,1
744,2021-06-20 06:28:41,46.0,NDF,IE,en,1
745,2021-08-27 20:12:52,42.0,NDF,Firefox,en,1
746,2021-05-09 00:36:05,,NDF,Chrome,en,1
747,2021-06-03 08:18:07,21.0,other,Safari,en,1
748,2021-06-06 16:38:35,,NDF,Chrome,en,1
749,2021-06-15 11:46:58,,US,IE,en,1
750,2021-02-20 14:41:46,,NDF,IE,en,1
751,2021-01-22 15:20:03,,NDF,-unknown-,en,1
752,2021-09-17 04:57:36,52.0,NDF,Mobile Safari,en,1
753,2021-11-23 18:35:23,,NDF,-unknown-,en,1
754,2021-09-14 13:11:26,28.0,NDF,Mobile Safari,en,1
755,2021-08-21 00:37:09,26.0,NDF,Mobile Safari,en,1
756,2021-06-22 03:31:50,40.0,NDF,Chrome,en,1
757,2021-08-28 12:36:15,30.0,US,Chrome,en,1
758,2021-08-11 09:20:53,24.0,US,Safari,en,1
759,2022-03-27 21:14:51,,NDF,-unknown-,en,1
760,2021-04-11 18:21:34,,NDF,Firefox,en,1
761,2021-04-15 06:46:01,,NDF,Safari,en,1
762,2021-06-17 09:52:16,61.0,NDF,Firefox,en,1
763,2021-06-11 23:39:11,33.0,NDF,Chrome,en,1
764,2021-04-04 11:59:00,41.0,US,IE,en,1
765,2022-01-19 08:08:43,,NDF,Firefox,en,1
766,2021-04-21 02:36:40,37.0,NDF,Mobile Safari,en,1
767,2021-07-31 08:42:30,,NDF,Chrome Mobile,en,1
768,2022-01-23 00:58:28,,NDF,IE,en,1
769,2021-02-21 01:19:46,25.0,US,Chrome,en,1
770,2022-01-15 07:32:01,,NDF,Firefox,en,1
771,2022-01-29 14:22:24,,NDF,IE,en,1
772,2021-06-27 01:59:14,30.0,US,Chrome,en,1
773,2021-12-20 02:47:11,24.0,NDF,Safari,en,1
774,2021-08-11 03:52:23,,NDF,Chrome,en,1
775,2022-02-04 08:01:37,,US,Safari,en,1
776,2022-03-02 16:47:44,41.0,US,Firefox,en,1
777,2021-08-01 20:51:10,,FR,Chrome,en,1
778,2021-10-29 00:08:32,28.0,US,Chrome,en,1
779,2021-04-14 23:40:00,,NDF,Chrome,en,1
780,2021-04-07 17:14:17,47.0,FR,Chrome,en,1
781,2021-05-14 06:52:09,51.0,US,Safari,en,1
782,2021-01-02 16:24:23,46.0,NDF,IE,en,1
783,2022-01-05 21:06:52,41.0,NDF,-unknown-,en,1
784,2022-02-12 04:23:49,,US,Firefox,en,1
785,2021-10-25 07:01:41,25.0,US,Chrome,en,1
786,2021-07-27 23:08:04,,NDF,-unknown-,en,1
787,2021-01-24 04:26:41,32.0,US,Chrome,en,1
788,2022-02-22 20:08:41,,NDF,-unknown-,en,1
789,2022-02-26 03:54:42,29.0,US,Safari,en,1
790,2022-03-02 06:31:41,32.0,NDF,Safari,en,1
791,2021-04-13 20:25:00,,US,-unknown-,en,1
792,2021-05-21 11:40:09,,NDF,Mobile Safari,en,1
793,2022-03-09 22:58:20,,NDF,Safari,en,1
794,2021-05-30 22:00:28,31.0,US,Mobile Safari,en,1
795,2022-01-10 18:01:52,,NDF,Mobile Safari,en,1
796,2021-12-18 06:02:55,36.0,NDF,-unknown-,en,1
797,2021-05-29 02:21:15,,NDF,Safari,en,1
798,2022-01-26 12:11:20,,US,Chrome,en,1
799,2022-03-27 14:35:22,45.0,NDF,Chrome,en,1
800,2021-05-03 15:39:12,,NDF,Mobile Safari,en,1
801,2021-02-26 05:23:57,48.0,NDF,-unknown-,en,1
802,2021-04-08 01:45:44,31.0,US,Safari,en,1
803,2021-08-10 07:25:56,,US,Safari,en,1
804,2021-02-24 03:09:23,,NDF,-unknown-,en,1
805,2022-01-18 00:54:53,,US,-unknown-,en,1
806,2022-02-22 22:42:10,24.0,US,Firefox,en,1
807,2021-12-17 04:24:34,32.0,FR,Safari,en,1
808,2022-02-10 13:34:30,28.0,US,Chrome,en,1
809,2021-06-06 10:47:17,26.0,US,IE,en,1
810,2021-11-22 13:26:17,,NDF,Chrome,en,1
811,2021-03-11 05:17:43,22.0,ES,Safari,en,1
812,2021-02-11 10:16:55,30.0,US,Firefox,en,1
813,2021-12-01 05:35:47,36.0,US,Mobile Safari,en,1
814,2021-04-21 21:08:18,31.0,US,Safari,en,1
815,2022-01-30 21:19:59,,NDF,-unknown-,en,1
816,2021-12-04 20:32:18,,NDF,-unknown-,en,1
817,2021-11-16 00:30:45,,NDF,Safari,en,1
818,2021-10-08 19:30:56,66.0,NDF,Mobile Safari,en,1
819,2021-03-14 12:27:47,,US,Safari,en,1
820,2021-03-22 07:19:06,,FR,-unknown-,en,1
821,2022-01-19 00:59:24,,NDF,Firefox,en,1
822,2021-04-03 16:41:00,27.0,US,Safari,en,1
823,2021-02-17 08:41:51,31.0,US,-unknown-,en,1
824,2021-09-14 23:27:32,38.0,NDF,Chrome,en,1
825,2021-05-11 20:49:17,,NDF,Safari,en,1
826,2022-01-02 07:08:01,40.0,US,Chrome,en,1
827,2021-03-09 09:08:08,,NDF,Firefox,en,1
828,2022-01-19 12:23:15,,NDF,Safari,ru,1
829,2021-08-10 05:31:42,,NDF,Firefox,en,1
830,2021-01-31 13:44:06,,NDF,Chrome,en,1
831,2021-02-18 13:21:40,,NDF,IE,en,1
832,2022-02-13 12:14:44,,NDF,-unknown-,en,1
833,2021-05-07 04:25:54,32.0,NDF,IE,en,1
834,2022-02-27 06:11:11,,US,IE,en,1
835,2021-05-06 22:47:58,,NDF,-unknown-,en,1
836,2021-03-19 21:14:46,,US,Chrome,en,1
837,2021-10-09 07:26:32,,US,Firefox,en,1
838,2021-09-04 07:55:29,,NDF,Safari,en,1
839,2021-09-15 11:26:18,,other,IE,en,1
840,2022-01-01 05:32:12,34.0,US,Firefox,en,1
841,2021-12-21 23:21:04,59.0,US,Safari,en,1
842,2022-01-06 09:11:34,31.0,DE,Android Browser,en,1
843,2021-01-26 05:32:20,46.0,US,Chrome,en,1
844,2021-01-19 02:44:07,30.0,US,-unknown-,en,1
845,2021-04-04 03:39:01,,US,Safari,en,1
846,2021-03-29 06:20:40,,NDF,Safari,en,1
847,2021-04-29 21:34:12,32.0,NDF,-unknown-,pt,1
848,2021-02-25 06:13:34,36.0,other,Chrome,en,1
849,2021-11-07 14:05:28,,NDF,Safari,en,1
850,2021-03-08 03:55:31,52.0,US,Mobile Safari,en,1
851,2021-12-12 16:36:14,34.0,US,Mobile Safari,en,1
852,2022-01-21 20:02:54,25.0,other,Chrome,en,1
853,2021-01-26 23:49:03,34.0,US,Chrome,en,1
854,2021-02-01 06:42:28,32.0,US,Chrome,en,1
855,2022-03-19 17:28:42,34.0,US,Safari,en,1
856,2021-03-18 14:04:14,,NDF,-unknown-,en,1
857,2021-03-22 19:32:50,32.0,NDF,Chrome,en,1
858,2021-06-24 14:27:37,,NDF,IE,en,1
859,2021-08-08 05:06:22,68.0,US,Safari,en,1
860,2021-08-18 03:15:57,,FR,-unknown-,en,1
861,2021-08-10 13:52:31,,NDF,Chrome,en,1
862,2022-03-14 17:42:26,32.0,US,IE,en,1
863,2022-01-04 04:47:17,27.0,US,Firefox,en,1
864,2021-06-16 07:35:07,,NDF,Chrome,en,1
865,2021-07-27 01:22:46,32.0,US,Safari,en,1
866,2021-05-26 22:21:45,24.0,FR,Chrome,ru,1
867,2021-06-18 02:39:34,19.0,NDF,Firefox,en,1
868,2021-05-24 15:06:22,,US,Safari,en,1
869,2021-10-11 12:34:13,,NDF,IE,en,1
870,2021-05-23 13:59:01,,CA,Firefox,en,1
871,2021-03-10 13:00:42,25.0,NDF,Safari,en,1
872,2021-05-08 20:20:10,55.0,US,IE,en,1
873,2021-08-06 12:47:29,31.0,NDF,Mobile Safari,en,1
874,2021-11-15 20:10:55,,NDF,Mobile Safari,en,1
875,2021-02-19 17:33:28,,NDF,Safari,en,1
876,2021-02-02 17:35:53,35.0,NDF,Safari,en,1
877,2022-02-11 21:16:53,,other,Safari,en,1
878,2021-06-26 20:24:06,43.0,NDF,Chrome,en,1
879,2021-07-02 00:00:01,,FR,IE,en,1
880,2021-03-16 18:08:58,33.0,NDF,Chrome,en,1
881,2021-09-17 16:35:56,,NDF,Safari,en,1
882,2021-04-11 19:38:36,25.0,NDF,-unknown-,en,1
883,2022-01-10 10:42:13,,US,Firefox,en,1
884,2021-06-04 18:31:38,37.0,NDF,Safari,en,1
885,2022-01-19 03:54:19,,US,Safari,en,1
886,2021-12-26 09:49:57,36.0,NDF,IE,en,1
887,2021-02-01 21:48:59,,NDF,Firefox,en,1
888,2022-01-23 09:00:11,29.0,NDF,Chrome,en,1
889,2021-07-20 21:37:33,26.0,NDF,Chrome,ko,1
890,2021-12-04 07:59:08,,NDF,IE,en,1
891,2021-02-11 16:40:19,,NDF,Firefox,en,1
892,2021-09-08 05:37:40,,NDF,IE,en,1
893,2022-02-20 01:32:45,,NDF,Chrome,en,1
894,2022-01-02 02:08:51,,NDF,Mobile Safari,en,1
895,2021-10-15 02:14:44,30.0,US,IE,en,1
896,2021-11-17 12:54:00,25.0,US,Mobile Safari,en,1
897,2021-10-04 17:22:41,,NDF,-unknown-,en,1
898,2021-10-31 06:26:07,40.0,NDF,Safari,en,1
899,2022-02-24 22:34:45,,NDF,Safari,en,1
900,2021-04-13 10:46:10,30.0,NDF,Safari,en,1
901,2021-03-14 15:26:01,,NDF,Safari,en,1
902,2021-09-09 23:38:32,,NDF,Firefox,en,1
903,2021-12-22 09:08:45,,NDF,Chrome,en,1
904,2021-06-22 15:28:40,23.0,NDF,Safari,en,1
905,2021-07-21 21:57:37,,NDF,IE,en,1
906,2022-01-28 12:27:43,,NDF,IE,en,1
907,2022-02-06 20:35:53,,NDF,Chrome,en,1
908,2021-04-01 20:02:33,19.0,NDF,Safari,en,1
909,2021-12-10 06:19:40,,NDF,-unknown-,en,1
910,2021-03-15 18:02:31,36.0,NDF,Chrome,en,1
911,2021-06-18 06:30:16,54.0,US,Firefox,en,1
912,2021-11-15 13:36:11,31.0,NDF,-unknown-,en,1
913,2021-10-14 19:25:53,,NDF,Chrome,fr,1
914,2021-06-18 14:07:44,,NDF,Firefox,de,1
915,2021-08-27 13:55:52,,NDF,Firefox,en,1
916,2021-04-30 11:50:54,,NDF,Mobile Safari,en,1
917,2022-02-24 11:43:57,23.0,US,Chrome,en,1
918,2021-11-28 04:09:20,35.0,NDF,Chrome,en,1
919,2021-04-17 00:57:19,28.0,NDF,-unknown-,en,1
920,2021-08-08 06:14:10,,NDF,-unknown-,en,1
921,2022-01-01 07:26:40,,NDF,IE,en,1
922,2021-11-28 13:02:37,38.0,US,Mobile Safari,en,1
923,2021-03-21 12:38:22,,US,Chrome,en,1
924,2021-06-15 07:46:45,,NDF,Chrome,en,1
925,2021-07-04 16:48:48,23.0,NDF,-unknown-,ru,1
926,2021-04-23 22:00:00,50.0,NL,-unknown-,en,1
927,2021-07-13 23:51:13,29.0,US,Chrome,en,1
928,2021-05-26 22:37:05,36.0,US,Chrome,en,1
929,2021-02-21 09:24:10,34.0,NDF,Chrome,en,1
930,2021-09-02 08:57:06,33.0,US,IE,en,1
931,2021-04-13 11:05:42,28.0,US,Chrome,en,1
